batchID,test1,test2,test3,test4,test5,test6,test7,test8,test9,test10,test11,test12,test13,test14,test15,test16,test17,test18,test19,test20,test21,test22,test23,test24,test25,test26,test27,test28,test29,test30
B017457,639,18,306,140,505,296,887,88,943,611,240,562,493,135,721,317,778,927,160,644,988,839,966,780,597,981,189,959,88,874
B041329,187,455,245,538,397,221,794,762,195,357,701,559,620,827,359,754,887,579,989,819,431,423,60,335,913,412,827,255,897,957
B032219,821,980,182,586,27,912,456,321,233,52,508,938,607,807,57,425,147,95,164,684,764,522,233,579,712,55,968,298,18,386
B033687,772,474,203,61,450,551,424,456,967,899,992,668,913,663,262,265,56,633,799,701,941,824,911,34,712,922,624,87,894,419
B008316,252,964,891,89,862,357,818,433,438,497,711,91,590,932,233,436,90,684,910,842,285,39,901,688,743,206,439,958,536,517
B031156,398,417,243,662,452,94,249,425,964,364,624,904,212,405,382,640,588,23,738,865,416,777,719,707,790,917,183,187,77,928
B038808,139,434,109,460,995,151,467,158,815,100,121,563,170,653,988,889,640,10,484,649,532,132,825,413,675,607,647,786,182,388
B000459,386,782,304,300,294,643,693,978,324,347,895,570,921,703,397,58,958,976,954,36,534,124,295,596,469,319,24,225,570,750
B032927,320,152,364,882,307,30,366,327,214,658,581,777,412,106,740,777,751,342,302,883,624,169,822,991,93,1,372,352,972,50
B009663,932,353,519,750,400,881,809,15,192,621,662,379,430,496,257,372,473,839,512,789,63,963,181,266,986,922,217,272,59,286
B005173,933,570,581,976,844,482,550,166,561,865,652,319,943,185,508,896,418,12,102,858,531,230,740,172,733,500,737,349,578,503
B047235,967,809,35,694,170,750,639,636,684,53,771,486,81,380,451,643,491,174,376,53,40,13,637,210,387,533,917,812,53,960
B039159,531,106,839,328,829,339,372,192,800,88,523,43,284,363,754,675,188,562,490,998,348,386,924,753,562,816,995,672,397,855
B025864,602,413,894,283,392,9,70,988,474,209,264,351,862,840,689,179,256,396,98,125,326,691,196,40,475,788,768,1,548,889
B022190,46,172,826,79,287,978,975,420,942,640,666,94,614,448,414,253,373,233,314,79,944,48,96,358,647,647,714,701,71,294
B006161,459,523,262,322,592,104,113,329,770,758,353,390,602,904,860,938,254,407,187,762,324,479,267,178,601,626,932,836,129,660
B005235,528,552,85,38,358,696,401,271,21,695,167,798,979,122,455,590,968,252,644,701,673,653,466,499,592,176,329,620,715,836
B025757,894,125,66,583,489,755,865,745,475,15,180,395,846,191,951,495,613,758,249,805,841,134,646,884,120,471,307,924,330,99
B004434,905,409,71,422,984,234,330,3,974,104,723,971,161,75,687,904,350,279,819,375,530,354,780,113,383,504,734,45,544,642
B039823,660,652,986,354,170,740,331,468,855,812,672,60,550,236,655,958,669,731,549,252,32,442,795,53,340,609,71,393,468,712
B036511,510,102,931,113,472,633,977,329,980,10,770,443,997,309,672,977,276,557,605,96,606,293,389,114,379,519,999,123,246,124
B034286,600,110,218,445,288,451,303,488,529,703,405,463,992,323,754,721,323,508,981,828,501,253,119,77,836,918,703,90,74,853
B020950,187,286,915,867,345,278,813,998,416,884,910,47,807,152,446,408,435,947,209,795,433,681,470,636,644,61,266,963,293,57
B027812,319,904,414,442,412,813,976,692,350,586,732,39,847,487,449,825,965,582,15,311,614,257,203,382,818,557,808,492,476,172
B017779,260,482,941,569,416,144,279,517,804,15,112,350,16,169,679,142,949,887,85,984,252,338,338,154,553,631,603,692,517,808
B002649,150,732,636,62,739,719,629,629,798,456,54,491,989,247,190,338,623,575,696,40,768,892,456,829,325,541,84,560,866,355
B018932,137,139,805,859,645,142,721,13,15,65,343,960,729,243,161,92,215,427,274,816,519,269,741,605,10,864,379,241,364,915
B000645,118,736,14,499,746,30,631,513,953,931,40,358,341,718,69,243,181,185,189,221,587,286,436,15,870,699,166,38,424,982
B012196,487,319,874,502,188,449,269,405,614,978,318,513,270,572,845,381,353,787,404,202,783,446,870,453,589,803,760,721,631,213
B005453,760,145,347,491,143,485,967,749,458,476,549,352,423,224,152,198,958,699,608,647,869,565,682,374,778,793,950,599,709,261
B028990,981,284,62,47,140,342,462,466,548,434,331,386,917,867,367,349,654,867,867,993,519,190,797,146,137,418,818,931,248,878
B033570,796,902,363,292,561,413,454,622,704,999,581,708,283,149,517,148,94,221,974,4,298,34,913,301,982,569,95,914,801,847
B026176,815,830,575,363,387,405,264,505,880,588,917,162,963,72,895,851,463,640,943,642,734,865,288,621,834,672,80,478,254,107
B018630,299,534,331,806,54,627,410,630,667,790,275,481,448,469,591,698,564,646,911,894,387,900,294,903,307,854,101,502,766,657
B049708,160,310,892,548,666,959,386,421,915,755,727,88,8,933,603,689,954,941,875,352,785,148,130,67,338,114,541,254,993,361
B006646,124,919,507,542,643,142,840,956,411,722,723,871,436,187,702,301,555,395,229,10,56,626,719,366,568,945,561,697,107,397
B029302,422,918,329,323,46,319,159,18,541,699,621,955,967,557,436,657,198,942,530,851,812,857,221,581,972,359,805,123,566,529
B021613,795,824,735,698,348,803,927,708,116,693,700,858,791,209,741,492,328,855,260,918,166,88,503,489,754,930,628,457,24,874
B031909,825,24,280,562,258,772,514,300,124,550,729,985,258,850,435,404,909,616,642,579,232,103,187,542,553,833,630,133,407,369
B032872,907,533,210,38,216,113,521,34,873,701,192,150,691,21,512,1,707,340,429,365,730,326,621,742,600,231,34,131,160,123
B005880,447,500,350,668,168,851,906,184,320,664,50,600,21,672,935,922,802,197,344,750,678,35,303,96,154,886,152,912,776,418
B006031,471,959,890,749,517,138,990,172,13,762,575,222,395,672,452,500,868,907,717,43,564,319,360,312,666,664,607,200,106,18
B045510,957,587,412,785,129,441,289,432,953,179,420,781,273,899,623,604,510,56,884,735,579,283,269,731,970,25,394,241,441,162
B019866,592,94,790,851,453,667,464,475,447,310,988,619,69,621,122,320,804,203,695,111,160,535,730,61,601,794,740,64,721,444
B038427,381,860,647,664,853,414,24,15,619,773,285,163,499,199,245,939,325,355,985,157,896,757,27,213,569,752,919,434,177,959
B032999,710,490,383,274,296,288,370,647,896,854,447,59,810,559,981,693,438,570,608,508,939,957,299,790,575,742,669,162,888,967
B031967,398,366,696,603,662,781,932,47,500,713,835,820,252,938,751,899,983,98,517,560,225,803,156,859,752,119,208,374,385,832
B047718,770,996,780,631,967,290,216,815,921,500,883,368,408,947,32,902,849,709,338,276,609,392,290,71,573,920,158,252,462,804
B030896,418,193,684,401,758,963,213,91,774,711,453,314,584,820,999,912,349,622,557,733,233,564,545,720,919,739,479,114,72,179
B001390,184,559,508,640,604,102,177,326,378,795,107,580,509,477,833,161,582,808,939,413,216,167,724,357,253,730,377,134,931,356
B048528,873,847,786,730,702,621,71,210,43,724,129,349,759,799,806,628,382,40,555,68,147,123,600,460,13,799,754,157,467,66
B023867,349,208,821,305,193,199,99,429,51,994,154,18,655,384,808,987,134,801,94,418,632,18,412,719,16,495,849,193,154,281
B022114,818,444,228,202,294,40,427,755,339,756,116,79,175,374,745,963,436,187,423,563,675,440,648,300,804,111,81,339,575,917
B034192,127,711,895,368,513,264,948,683,878,827,144,482,916,125,496,196,651,108,725,811,340,865,599,921,214,552,228,670,411,912
B023654,485,954,96,657,71,718,626,750,941,458,638,338,105,274,871,847,31,742,254,816,953,843,367,579,193,959,631,748,678,586
B016439,821,35,332,309,247,379,58,469,278,480,712,330,485,731,963,424,612,398,122,842,680,531,993,560,249,404,242,756,790,592
B008555,989,126,749,853,261,875,367,433,329,306,401,855,274,776,124,447,419,26,484,83,575,580,977,521,428,285,355,390,415,276
B048631,384,730,138,834,218,413,170,181,320,824,431,861,9,562,888,732,36,982,442,235,800,26,432,423,674,451,677,315,66,759
B017640,12,842,365,37,737,944,431,366,224,441,417,237,491,300,793,637,113,279,981,508,136,546,508,497,213,214,864,306,147,53
B010444,71,565,35,527,946,910,369,174,885,116,232,142,174,543,949,795,430,145,219,640,263,855,615,528,147,809,887,852,318,979
B032412,230,176,294,889,224,199,137,391,831,474,533,724,205,1,172,333,786,514,863,200,696,635,442,809,10,2,192,456,826,989
B038594,93,605,690,114,219,517,531,778,328,798,82,939,90,399,392,521,579,351,11,441,799,560,456,502,277,320,23,846,528,28
B044841,601,791,0,73,106,133,387,716,94,767,440,395,802,823,21,4,94,807,637,242,797,551,773,590,805,595,360,423,511,332
B040071,449,451,315,533,943,777,390,952,99,915,373,500,757,958,741,591,73,644,388,864,776,750,962,220,573,702,541,448,458,608
B050264,430,998,134,106,661,457,454,794,103,536,730,320,165,49,48,843,402,273,390,480,696,958,506,309,502,38,706,264,18,301
B016348,170,715,614,667,839,388,431,728,981,608,332,948,401,15,913,989,417,20,240,768,864,123,66,485,787,867,163,329,762,793
B016241,682,81,204,249,946,516,511,574,193,439,591,280,517,338,794,157,587,831,81,74,706,786,209,624,658,244,674,232,438,260
B002280,432,242,505,557,181,878,134,69,472,661,358,280,811,108,389,960,317,503,828,48,598,474,124,262,957,586,180,666,821,30
B038453,524,390,548,580,849,187,177,852,442,880,721,881,571,787,623,76,384,185,393,212,735,498,19,67,517,499,362,775,800,544
B049112,710,312,776,652,353,883,365,844,213,141,424,486,818,965,111,301,223,849,601,295,521,78,721,421,337,265,847,76,31,128
B008474,786,379,588,37,920,753,887,285,387,736,536,349,673,327,614,92,638,363,24,286,189,81,590,586,371,528,733,352,113,395
B045633,477,182,125,181,821,541,467,719,297,562,168,309,686,534,493,27,659,336,390,221,696,184,66,373,240,656,891,352,420,327
B009629,195,916,991,254,524,529,546,871,155,909,788,236,286,328,487,521,592,267,782,737,64,346,287,193,603,623,11,395,363,659
B014166,408,172,469,959,868,521,660,343,741,605,636,637,198,161,4,456,452,435,520,993,110,90,562,325,257,197,993,753,410,716
B021384,59,818,61,109,908,689,101,932,136,286,409,54,499,883,629,34,757,622,100,799,54,804,368,16,53,726,133,869,679,781
B045999,123,501,472,945,708,153,453,644,861,935,326,608,291,474,723,953,744,538,800,412,105,29,801,1,558,457,999,188,396,116
B047594,670,517,93,761,208,238,256,695,436,378,290,989,592,217,384,183,46,698,429,925,101,446,173,181,671,549,512,435,410,643
B006974,769,973,449,687,295,330,680,104,256,858,72,37,419,503,995,343,350,369,570,300,49,27,68,708,110,488,665,7,356,969
B016645,52,109,281,531,369,364,345,187,319,136,641,571,700,427,425,747,427,612,291,491,591,924,342,659,557,102,245,983,903,399
B025119,40,906,909,608,158,724,318,969,563,703,340,418,796,931,355,677,982,458,448,628,438,813,760,234,119,622,408,300,412,234
B014523,248,978,901,432,886,211,665,202,141,654,163,466,946,554,888,804,576,954,44,384,52,31,830,619,678,80,855,386,732,125
B035275,578,624,258,564,274,575,56,951,951,34,76,253,680,585,840,573,512,921,295,244,353,624,179,217,160,994,116,821,225,327
B049876,112,412,999,143,959,596,244,992,172,605,262,674,926,786,844,706,709,510,531,30,883,21,974,937,53,324,401,934,12,554
B012821,325,927,749,97,554,579,155,826,534,322,145,149,693,693,165,334,471,626,878,679,353,920,86,401,627,505,102,226,374,125
B000226,428,996,147,651,720,394,785,724,457,532,566,536,267,477,763,391,147,252,837,469,422,830,450,734,84,597,350,590,418,548
B001903,193,734,154,682,564,582,904,936,555,434,860,479,5,626,367,95,96,811,777,768,150,934,599,347,121,622,415,219,170,196
B002285,922,458,958,67,411,692,436,854,587,387,181,267,836,812,106,102,569,225,301,148,988,151,708,623,913,244,875,709,555,870
B019503,351,766,96,340,622,307,847,393,79,506,941,590,0,889,682,206,616,959,516,913,945,830,344,785,362,795,335,843,81,588
B043046,679,369,704,988,352,93,208,911,963,131,422,765,789,252,696,874,109,147,102,404,730,418,908,777,108,641,532,102,131,924
B014371,522,479,635,958,573,181,380,778,752,100,403,449,792,585,936,558,150,775,56,333,725,822,671,935,778,938,336,713,114,491
B046402,523,507,151,275,786,370,544,288,274,342,666,368,724,775,773,13,707,90,655,700,27,217,562,63,133,675,1,65,673,757
B017621,691,709,497,13,526,528,396,253,101,531,661,892,631,812,156,420,360,837,446,25,944,700,420,807,455,641,737,472,208,10
B021714,566,724,207,524,277,951,963,428,537,386,682,67,434,471,938,752,221,740,760,148,482,780,269,588,798,117,386,251,183,434
B026417,893,903,306,343,927,64,458,135,35,778,897,305,317,766,490,177,580,481,902,779,979,707,656,684,779,15,814,909,290,845
B032283,911,79,919,947,158,551,615,702,202,644,924,492,545,487,311,922,259,976,578,493,456,652,836,58,768,864,72,912,224,801
B028038,607,156,285,593,226,270,3,134,128,766,836,872,990,857,908,790,358,117,586,119,969,624,32,706,4,535,414,770,135,795
B046320,151,654,638,432,724,210,804,179,925,289,355,218,871,103,814,401,303,926,144,714,88,867,358,984,529,862,124,12,62,905
B046161,760,935,506,810,794,950,860,212,592,960,60,31,534,62,964,7,386,964,843,763,538,59,490,369,72,332,338,460,162,739
B041906,856,992,978,375,869,183,102,28,970,82,668,566,378,415,850,47,828,551,156,410,923,249,329,311,110,869,197,124,135,434
B007475,967,739,274,413,913,819,258,170,151,624,787,773,221,215,50,293,983,73,296,928,311,936,473,255,542,251,902,515,211,428
B005973,995,330,614,983,127,440,335,144,620,795,19,971,437,924,512,309,837,594,770,689,210,727,790,321,480,438,103,307,350,734
B015621,0,826,756,801,878,571,447,828,391,393,836,581,275,292,868,494,979,789,131,791,27,617,754,756,310,402,856,456,400,126
B020470,612,813,546,832,880,287,180,633,913,794,931,4,802,939,733,56,431,712,824,966,526,761,731,528,828,575,930,158,751,800
B014990,492,458,941,330,945,878,361,658,871,120,936,940,62,362,337,414,202,242,829,452,410,879,74,622,555,522,910,512,677,20
B020663,108,329,628,514,616,476,902,265,482,986,737,559,695,820,505,436,616,706,947,173,668,343,798,608,877,284,933,93,799,17
B047323,345,115,697,824,647,55,731,285,230,561,540,808,895,651,851,278,940,781,648,98,219,373,91,86,701,579,747,192,410,477
B034511,984,261,813,210,489,335,88,269,376,791,327,256,283,548,178,848,859,451,551,339,171,152,586,67,482,806,955,714,194,291
B009535,199,264,540,375,940,109,388,798,23,775,302,322,365,236,328,955,122,736,866,92,898,400,986,606,735,998,448,539,880,769
B036509,282,359,83,299,730,96,893,675,80,19,119,966,947,170,436,656,485,993,674,414,814,477,307,179,841,748,336,435,569,185
B035495,731,941,460,957,943,857,809,154,51,277,927,360,534,666,250,820,474,375,340,927,223,845,341,592,687,364,272,589,274,862
B004705,692,89,436,679,327,589,408,204,260,927,434,763,568,768,86,844,344,932,740,274,474,449,769,921,439,97,850,136,570,193
B025755,729,774,925,845,19,530,474,93,341,572,924,881,462,96,902,270,504,136,571,653,959,783,274,381,593,132,108,619,24,531
B048753,411,917,929,649,122,241,832,91,351,195,736,366,124,974,299,582,808,551,138,393,741,352,417,849,829,677,659,789,962,260
B014619,956,128,417,334,975,612,147,285,794,15,538,551,321,569,33,656,178,201,198,896,546,882,971,850,905,124,763,972,615,605
B037663,512,946,351,674,744,515,277,146,606,766,147,571,933,932,593,988,905,592,692,678,1,374,784,769,612,158,366,691,882,684
B027103,255,653,225,499,949,521,803,551,262,889,991,224,209,785,172,291,236,156,898,782,142,483,448,742,854,887,916,534,852,44
B018690,145,679,56,518,568,399,562,270,476,714,315,475,937,809,19,76,505,918,682,594,953,392,875,228,504,284,144,227,161,331
B010197,101,822,31,312,464,737,452,701,908,772,275,242,812,266,84,702,264,296,569,148,126,908,484,621,186,487,842,797,417,370
B045131,487,110,990,306,954,812,767,94,910,273,931,96,862,728,5,573,711,98,176,577,983,736,448,446,919,441,449,68,938,969
B011402,156,474,26,486,695,331,333,390,871,431,816,820,271,526,363,975,440,359,524,955,37,726,149,804,996,359,890,142,918,215
B033683,662,548,736,859,807,190,43,480,178,391,467,324,586,328,103,752,530,559,793,858,137,955,658,645,388,218,796,437,706,278
B040491,417,843,794,829,900,797,396,379,433,214,236,344,904,512,862,744,545,981,88,195,540,981,291,942,281,275,734,821,118,397
B023333,867,125,473,379,790,370,102,970,590,23,634,426,701,128,937,901,139,926,12,76,305,438,906,512,856,961,474,713,618,813
B032657,834,744,309,959,506,269,978,283,333,905,495,382,802,141,788,271,610,837,30,848,199,97,128,84,30,544,518,509,609,405
B006898,171,23,707,989,347,364,770,100,429,258,449,224,813,876,230,839,329,606,505,296,871,14,607,482,955,113,225,667,571,693
B038303,155,667,364,7,113,715,860,202,748,475,669,500,605,937,749,290,434,423,131,838,297,627,161,602,46,403,440,744,241,915
B049947,309,700,716,282,586,333,621,496,858,517,606,649,999,933,774,614,56,236,510,370,324,569,559,715,593,629,669,434,152,671
B025841,353,921,986,740,157,595,200,687,473,509,818,572,90,133,216,550,516,277,334,761,65,60,761,704,142,943,978,629,84,458
B019232,308,909,399,12,759,924,472,684,875,193,559,757,282,43,633,544,899,288,134,233,346,190,422,799,912,796,611,646,563,168
B020745,328,906,147,887,12,264,168,883,705,246,642,249,898,985,956,940,282,196,688,251,636,757,318,70,998,744,555,804,930,32
B003818,244,20,634,887,900,894,620,2,710,91,957,861,30,513,406,529,834,37,353,330,488,885,720,829,295,124,85,638,724,581
B049834,910,368,747,389,797,651,562,619,85,488,561,467,80,128,283,26,833,604,818,317,120,597,861,637,608,662,612,708,383,387
B001858,398,716,484,476,768,217,865,894,610,540,118,20,541,437,728,445,639,91,598,453,957,732,981,726,317,637,960,489,943,892
B033430,450,943,733,551,89,208,757,510,786,215,401,453,142,555,60,230,468,966,963,36,142,836,750,778,453,121,699,488,373,363
B034516,848,809,458,185,322,706,370,692,58,897,235,823,382,54,16,338,809,168,393,941,616,375,688,361,416,120,181,688,19,193
B002322,443,237,921,876,969,901,923,483,867,734,244,196,492,792,962,619,701,711,969,733,813,662,48,48,44,417,64,830,755,888
B021903,579,896,875,894,882,235,165,938,80,234,115,557,0,887,244,592,102,166,820,538,881,853,220,544,461,677,485,807,598,481
B007985,965,91,969,79,300,436,825,530,777,749,376,820,616,964,632,865,500,187,186,676,279,295,240,113,877,143,712,445,506,761
B038912,857,458,981,262,248,870,78,92,11,390,698,876,216,671,414,917,357,564,594,294,419,555,689,40,39,720,81,199,602,195
B047363,521,38,95,216,129,149,675,858,384,374,538,398,447,835,777,416,469,312,347,395,731,732,0,219,799,647,742,974,889,663
B043077,634,354,804,361,805,98,112,996,147,484,154,95,516,465,90,868,250,477,972,508,169,467,986,988,590,633,144,315,612,508
B029648,565,247,794,694,688,510,389,465,748,71,140,674,342,277,462,406,373,862,503,103,54,715,140,900,861,670,576,584,662,754
B037113,244,47,476,17,895,951,121,819,605,225,737,401,278,539,983,233,467,909,933,577,596,660,460,318,239,825,359,212,955,0
B014871,530,166,947,93,735,267,552,376,688,425,813,385,236,686,839,44,264,409,352,780,472,455,343,167,914,487,852,568,250,530
